2019-10-24 21:50:39	Message	Opening port
Port open
2019-10-24 21:50:48	Message	8092
2019-10-24 21:50:48	Message	122
2019-10-24 21:50:49	Message	122
2019-10-24 21:50:49	Message	121
2019-10-24 21:50:49	Message	303
2019-10-24 21:50:49	Message	122
2019-10-24 21:50:49	Message	121
2019-10-24 21:50:49	Message	121
2019-10-24 21:50:49	Message	122
2019-10-24 21:50:50	Message	122
2019-10-24 21:50:50	Message	236
2019-10-24 21:50:50	Message	122
2019-10-24 21:50:50	Message	175
2019-10-24 21:50:50	Message	122
2019-10-24 21:50:50	Message	122
2019-10-24 21:50:51	Message	122
2019-10-24 21:50:51	Message	303
2019-10-24 21:50:51	Message	123
2019-10-24 21:50:51	Message	122
2019-10-24 21:50:51	Message	121
2019-10-24 21:50:51	Message	121
2019-10-24 21:50:51	Message	122
2019-10-24 21:50:52	Message	236
2019-10-24 21:50:52	Message	123
2019-10-24 21:50:52	Message	174
2019-10-24 21:50:52	Message	122
2019-10-24 21:50:52	Message	121
2019-10-24 21:50:52	Message	121
2019-10-24 21:50:53	Message	306
2019-10-24 21:50:53	Message	122
2019-10-24 21:50:53	Message	121
2019-10-24 21:50:53	Message	122
2019-10-24 21:50:53	Message	122
2019-10-24 21:50:53	Message	122
2019-10-24 21:50:54	Message	282
2019-10-24 21:50:54	Message	122
2019-10-24 21:50:54	Message	129
2019-10-24 21:50:54	Message	122
2019-10-24 21:50:54	Message	122
2019-10-24 21:50:54	Message	122
2019-10-24 21:50:55	Message	349
2019-10-24 21:50:55	Message	123
2019-10-24 21:50:55	Message	122
2019-10-24 21:50:55	Message	121
2019-10-24 21:50:55	Message	121
2019-10-24 21:50:55	Message	122
2019-10-24 21:50:55	Message	237
2019-10-24 21:50:55	Message	123
2019-10-24 21:50:56	Message	173
2019-10-24 21:50:56	Message	122
2019-10-24 21:50:56	Message	121
2019-10-24 21:50:56	Message	121
2019-10-24 21:50:56	Message	307
2019-10-24 21:50:56	Message	122
2019-10-24 21:50:57	Message	121
2019-10-24 21:50:57	Message	122
2019-10-24 21:50:57	Message	122
2019-10-24 21:50:57	Message	122
2019-10-24 21:50:57	Message	236
2019-10-24 21:50:57	Message	123
2019-10-24 21:50:57	Message	173
2019-10-24 21:50:58	Message	122
2019-10-24 21:50:58	Message	122
2019-10-24 21:50:58	Message	122
2019-10-24 21:50:58	Message	304
2019-10-24 21:50:58	Message	123
2019-10-24 21:50:58	Message	122
2019-10-24 21:50:58	Message	121
2019-10-24 21:50:59	Message	121
2019-10-24 21:50:59	Message	121
2019-10-24 21:50:59	Message	237
2019-10-24 21:50:59	Message	123
2019-10-24 21:50:59	Message	174
2019-10-24 21:50:59	Message	121
2019-10-24 21:51:00	Message	121
2019-10-24 21:51:00	Message	121
2019-10-24 21:51:00	Message	308
2019-10-24 21:51:00	Message	122
2019-10-24 21:51:00	Message	121
2019-10-24 21:51:00	Message	122
2019-10-24 21:51:00	Message	122
2019-10-24 21:51:01	Message	122
2019-10-24 21:51:01	Message	235
2019-10-24 21:51:01	Message	123
2019-10-24 21:51:01	Message	174
2019-10-24 21:51:01	Message	122
2019-10-24 21:51:01	Message	122
2019-10-24 21:51:01	Message	122
2019-10-24 21:51:02	Message	304
2019-10-24 21:51:02	Message	123
2019-10-24 21:51:02	Message	122
2019-10-24 21:51:02	Message	121
2019-10-24 21:51:02	Message	121
2019-10-24 21:51:02	Message	121
2019-10-24 21:51:03	Message	237
2019-10-24 21:51:03	Message	122
2019-10-24 21:51:03	Message	175
2019-10-24 21:51:03	Message	121
2019-10-24 21:51:03	Message	121
2019-10-24 21:51:03	Message	121
2019-10-24 21:51:04	Message	307
2019-10-24 21:51:04	Message	122
2019-10-24 21:51:04	Message	122
2019-10-24 21:51:04	Message	122
2019-10-24 21:51:04	Message	122
2019-10-24 21:51:04	Message	122
2019-10-24 21:51:04	Message	235
2019-10-24 21:51:05	Message	123
2019-10-24 21:51:05	Message	174
2019-10-24 21:51:05	Message	122
2019-10-24 21:51:05	Message	122
2019-10-24 21:51:05	Message	122
2019-10-24 21:51:05	Message	305
2019-10-24 21:51:05	Message	123
2019-10-24 21:51:06	Message	121
2019-10-24 21:51:06	Message	121
2019-10-24 21:51:06	Message	121
2019-10-24 21:51:06	Message	122
2019-10-24 21:51:06	Message	237
2019-10-24 21:51:06	Message	122
2019-10-24 21:51:07	Message	175
2019-10-24 21:51:07	Message	121
2019-10-24 21:51:07	Message	121
2019-10-24 21:51:07	Message	121
2019-10-24 21:51:07	Message	307
2019-10-24 21:51:07	Message	122
2019-10-24 21:51:07	Message	122
2019-10-24 21:51:08	Message	122
2019-10-24 21:51:08	Message	122
2019-10-24 21:51:08	Message	121
2019-10-24 21:51:08	Message	236
