2019-10-31 22:28:32	Message	Opening port
Port open
2019-10-31 22:28:34	Message	0
2019-10-31 22:28:35	Message	0
2019-10-31 22:28:37	Message	0
2019-10-31 22:28:38	Message	0
2019-10-31 22:28:39	Message	0
2019-10-31 22:28:40	Message	0
2019-10-31 22:28:41	Message	0
2019-10-31 22:28:41	Message	0
2019-10-31 22:28:42	Message	0
2019-10-31 22:28:44	Message	0
2019-10-31 22:28:45	Message	0
2019-10-31 22:28:46	Message	0
2019-10-31 22:28:47	Message	0
2019-10-31 22:28:48	Message	0
2019-10-31 22:28:49	Message	0
2019-10-31 22:28:50	Message	0
2019-10-31 22:28:51	Message	0
2019-10-31 22:28:52	Message	0
2019-10-31 22:28:53	Message	0
2019-10-31 22:28:54	Message	0
2019-10-31 22:28:55	Message	0
2019-10-31 22:28:56	Message	0
2019-10-31 22:28:57	Message	0
2019-10-31 22:28:58	Message	0
2019-10-31 22:28:59	Message	0
2019-10-31 22:29:00	Message	0
2019-10-31 22:29:01	Message	0
2019-10-31 22:29:02	Message	0
2019-10-31 22:29:03	Message	0
2019-10-31 22:29:04	Message	0
2019-10-31 22:29:05	Message	0
2019-10-31 22:29:06	Message	0
2019-10-31 22:29:07	Message	0
2019-10-31 22:29:08	Message	0
2019-10-31 22:29:09	Message	0
2019-10-31 22:29:10	Message	0
2019-10-31 22:29:11	Message	0
2019-10-31 22:29:12	Message	0
2019-10-31 22:29:13	Message	0
2019-10-31 22:29:14	Message	0
2019-10-31 22:29:15	Message	0
2019-10-31 22:29:16	Message	0
2019-10-31 22:29:17	Message	0
2019-10-31 22:29:18	Message	0
2019-10-31 22:29:19	Message	0
2019-10-31 22:29:20	Message	0
2019-10-31 22:29:21	Message	0
2019-10-31 22:29:22	Message	0
2019-10-31 22:29:23	Message	0
2019-10-31 22:29:24	Message	0
2019-10-31 22:29:25	Message	0
